"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Lämpötilan keskiarvo [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]"
"Helsinki Kumpula","2024","1","15","10:00","-7.7","-7.5","-7.8"
"Helsinki Kumpula","2024","1","15","11:00","-7.7","-7.6","-7.8"
"Helsinki Kumpula","2024","1","15","12:00","-7.7","-7.6","-7.8"
"Helsinki Kumpula","2024","1","15","13:00","-7.9","-7.8","-8"
"Helsinki Kumpula","2024","1","15","14:00","-8.1","-7.9","-8.4"
"Helsinki Kumpula","2024","1","15","15:00","-8.8","-8.4","-9"
"Helsinki Kumpula","2024","1","15","16:00","-9.6","-9","-10.1"
"Helsinki Kumpula","2024","1","15","17:00","-10.7","-10.1","-11.2"
"Helsinki Kumpula","2024","1","15","18:00","-11.5","-11.2","-11.8"
"Helsinki Kumpula","2024","1","15","19:00","-12.1","-11.8","-12.4"
"Helsinki Kumpula","2024","1","15","20:00","-12.5","-12.4","-12.5"
"Helsinki Kumpula","2024","1","15","21:00","-12.8","-12.4","-13"
"Helsinki Kumpula","2024","1","15","22:00","-12.8","-12.7","-12.9"
"Helsinki Kumpula","2024","1","15","23:00","-13.2","-12.7","-13.5"
"Helsinki Kumpula","2024","1","16","00:00","-13.8","-13.5","-14.2"
"Helsinki Kumpula","2024","1","16","01:00","-14.3","-14.2","-14.4"
"Helsinki Kumpula","2024","1","16","02:00","-14.5","-14.2","-14.8"
"Helsinki Kumpula","2024","1","16","03:00","-14.9","-14.7","-15.3"
"Helsinki Kumpula","2024","1","16","04:00","-15.7","-15.3","-16"
"Helsinki Kumpula","2024","1","16","05:00","-16.3","-16","-16.5"
"Helsinki Kumpula","2024","1","16","06:00","-16.5","-16.4","-16.6"
"Helsinki Kumpula","2024","1","16","07:00","-16.4","-16.4","-16.5"
"Helsinki Kumpula","2024","1","16","08:00","-16.4","-16.1","-16.6"
"Helsinki Kumpula","2024","1","16","09:00","-15.8","-15.4","-16.1"
"Helsinki Kumpula","2024","1","16","10:00","-15.2","-15","-15.4"
"Helsinki Kumpula","2024","1","16","11:00","-15.3","-15.1","-15.4"
"Helsinki Kumpula","2024","1","16","12:00","-15.1","-14.8","-15.2"
"Helsinki Kumpula","2024","1","16","13:00","-14.5","-14.3","-14.8"
"Helsinki Kumpula","2024","1","16","14:00","-14.6","-14.5","-14.6"
"Helsinki Kumpula","2024","1","16","15:00","-14.6","-14.5","-14.9"
"Helsinki Kumpula","2024","1","16","16:00","-15.2","-14.8","-15.6"
"Helsinki Kumpula","2024","1","16","17:00","-16","-15.5","-16.6"
"Helsinki Kumpula","2024","1","16","18:00","-16.6","-16.4","-17"
"Helsinki Kumpula","2024","1","16","19:00","-17.4","-16.6","-17.7"
"Helsinki Kumpula","2024","1","16","20:00","-18.3","-17.7","-18.7"
"Helsinki Kumpula","2024","1","16","21:00","-18.7","-18.4","-19"
"Helsinki Kumpula","2024","1","16","22:00","-18.6","-18.2","-19.1"
"Helsinki Kumpula","2024","1","16","23:00","-18.9","-18.5","-19.4"
"Helsinki Kumpula","2024","1","17","00:00","-19.2","-18.9","-19.4"
"Helsinki Kumpula","2024","1","17","01:00","-19.3","-19","-19.9"
"Helsinki Kumpula","2024","1","17","02:00","-19.6","-18.2","-20.5"
"Helsinki Kumpula","2024","1","17","03:00","-18.4","-17.3","-19"
"Helsinki Kumpula","2024","1","17","04:00","-17","-16.2","-17.4"
"Helsinki Kumpula","2024","1","17","05:00","-15.6","-15","-16.1"
"Helsinki Kumpula","2024","1","17","06:00","-15","-14.8","-15.3"
"Helsinki Kumpula","2024","1","17","07:00","-16","-15.3","-16.7"
"Helsinki Kumpula","2024","1","17","08:00","-16.6","-16.1","-17.2"
"Helsinki Kumpula","2024","1","17","09:00","-16.2","-15.7","-16.6"
"Helsinki Kumpula","2024","1","17","10:00","-14","-13","-15.7"
"Helsinki Kumpula","2024","1","17","11:00","-12.9","-11.5","-14.3"
"Helsinki Kumpula","2024","1","17","12:00","-8.1","-3.8","-12.1"
"Helsinki Kumpula","2024","1","17","13:00","-3.4","-3.2","-3.8"
"Helsinki Kumpula","2024","1","17","14:00","-3.5","-3.3","-3.8"
"Helsinki Kumpula","2024","1","17","15:00","-3.8","-3.4","-4.2"
"Helsinki Kumpula","2024","1","17","16:00","-4.4","-4","-5"
"Helsinki Kumpula","2024","1","17","17:00","-5.2","-4.8","-5.5"
"Helsinki Kumpula","2024","1","17","18:00","-5.6","-5.3","-5.9"
"Helsinki Kumpula","2024","1","17","19:00","-5.9","-5.8","-6.1"
"Helsinki Kumpula","2024","1","17","20:00","-6.2","-6","-6.4"
"Helsinki Kumpula","2024","1","17","21:00","-6.4","-6.3","-6.6"
"Helsinki Kumpula","2024","1","17","22:00","-6.2","-6.1","-6.4"
"Helsinki Kumpula","2024","1","17","23:00","-6.2","-6.1","-6.3"
"Helsinki Kumpula","2024","1","18","00:00","-6.2","-6.1","-6.2"
"Helsinki Kumpula","2024","1","18","01:00","-6.2","-6.2","-6.3"
"Helsinki Kumpula","2024","1","18","02:00","-5.7","-5.4","-6.2"
"Helsinki Kumpula","2024","1","18","03:00","-5.3","-5.2","-5.5"
"Helsinki Kumpula","2024","1","18","04:00","-5.8","-5.5","-5.9"
"Helsinki Kumpula","2024","1","18","05:00","-5.7","-5.5","-5.9"
"Helsinki Kumpula","2024","1","18","06:00","-5.5","-5.4","-5.6"
"Helsinki Kumpula","2024","1","18","07:00","-5.8","-5.6","-5.9"
"Helsinki Kumpula","2024","1","18","08:00","-5.9","-5.8","-5.9"
"Helsinki Kumpula","2024","1","18","09:00","-5.9","-5.8","-5.9"
"Helsinki Kumpula","2024","1","18","10:00","-5.7","-5.6","-5.8"
"Helsinki Kumpula","2024","1","18","11:00","-5.6","-5.5","-5.7"
"Helsinki Kumpula","2024","1","18","12:00","-5.3","-5.2","-5.5"
"Helsinki Kumpula","2024","1","18","13:00","-5.1","-5","-5.2"
"Helsinki Kumpula","2024","1","18","14:00","-4.7","-4.4","-5"
"Helsinki Kumpula","2024","1","18","15:00","-4.2","-4","-4.4"
"Helsinki Kumpula","2024","1","18","16:00","-3.2","-2.8","-4"
"Helsinki Kumpula","2024","1","18","17:00","-2.8","-2.7","-2.8"
"Helsinki Kumpula","2024","1","18","18:00","-2.7","-2.6","-2.8"
"Helsinki Kumpula","2024","1","18","19:00","-3.1","-2.8","-3.2"
"Helsinki Kumpula","2024","1","18","20:00","-3.2","-3","-3.5"
"Helsinki Kumpula","2024","1","18","21:00","-3.8","-3.4","-4"
"Helsinki Kumpula","2024","1","18","22:00","-4.5","-4","-4.9"
"Helsinki Kumpula","2024","1","18","23:00","-5","-4.8","-5.5"
"Helsinki Kumpula","2024","1","19","00:00","-5.3","-5","-5.5"
"Helsinki Kumpula","2024","1","19","01:00","-5.6","-5.5","-5.8"
"Helsinki Kumpula","2024","1","19","02:00","-6.1","-5.9","-6.3"
"Helsinki Kumpula","2024","1","19","03:00","-6","-5.8","-6.2"
"Helsinki Kumpula","2024","1","19","04:00","-5.6","-5.5","-6"
"Helsinki Kumpula","2024","1","19","05:00","-5.5","-5.5","-5.6"
"Helsinki Kumpula","2024","1","19","06:00","-5.8","-5.6","-6.2"
"Helsinki Kumpula","2024","1","19","07:00","-6.6","-6.2","-6.7"
"Helsinki Kumpula","2024","1","19","08:00","-6.8","-6.7","-7.2"
"Helsinki Kumpula","2024","1","19","09:00","-7.4","-7.1","-7.6"
"Helsinki Kumpula","2024","1","19","10:00","-7.4","-7.3","-7.7"
"Helsinki Kumpula","2024","1","19","11:00","-7.4","-7.3","-7.6"
"Helsinki Kumpula","2024","1","19","12:00","-7.4","-7.2","-7.5"
"Helsinki Kumpula","2024","1","19","13:00","-7.4","-6.9","-8.2"
"Helsinki Kumpula","2024","1","19","14:00","-8.4","-8.1","-8.8"
"Helsinki Kumpula","2024","1","19","15:00","-9.1","-8.6","-9.4"
"Helsinki Kumpula","2024","1","19","16:00","-9.9","-9.4","-10.3"
"Helsinki Kumpula","2024","1","19","17:00","-10.6","-10.2","-11.1"
"Helsinki Kumpula","2024","1","19","18:00","-11.5","-11","-12"
"Helsinki Kumpula","2024","1","19","19:00","-12.2","-11.7","-12.7"
"Helsinki Kumpula","2024","1","19","20:00","-13.1","-12.6","-13.7"
"Helsinki Kumpula","2024","1","19","21:00","-14.2","-13.7","-14.6"
"Helsinki Kumpula","2024","1","19","22:00","-14.7","-14.3","-15.1"
"Helsinki Kumpula","2024","1","19","23:00","-14.6","-14.2","-15.2"
"Helsinki Kumpula","2024","1","20","00:00","-15.2","-14.7","-15.8"
"Helsinki Kumpula","2024","1","20","01:00","-15.6","-15","-15.8"
"Helsinki Kumpula","2024","1","20","02:00","-16","-15.3","-16.5"
"Helsinki Kumpula","2024","1","20","03:00","-16.6","-15.9","-16.9"
"Helsinki Kumpula","2024","1","20","04:00","-17","-16.5","-17.7"
"Helsinki Kumpula","2024","1","20","05:00","-17","-16.2","-17.9"
"Helsinki Kumpula","2024","1","20","06:00","-15.7","-14.1","-16.2"
"Helsinki Kumpula","2024","1","20","07:00","-14.3","-13.8","-15"
"Helsinki Kumpula","2024","1","20","08:00","-15.6","-15","-16.1"
"Helsinki Kumpula","2024","1","20","09:00","-15.5","-15.2","-15.7"
"Helsinki Kumpula","2024","1","20","10:00","-14.4","-13.4","-15.2"
"Helsinki Kumpula","2024","1","20","11:00","-12.4","-11.3","-13.7"
"Helsinki Kumpula","2024","1","20","12:00","-11.4","-11.1","-11.7"
"Helsinki Kumpula","2024","1","20","13:00","-10.9","-10.4","-11.2"
"Helsinki Kumpula","2024","1","20","14:00","-10.2","-10","-10.4"
"Helsinki Kumpula","2024","1","20","15:00","-10.3","-10","-10.8"
"Helsinki Kumpula","2024","1","20","16:00","-10.8","-10.1","-11.6"
"Helsinki Kumpula","2024","1","20","17:00","-12.3","-11.5","-13"
"Helsinki Kumpula","2024","1","20","18:00","-13.1","-12.3","-14.1"
"Helsinki Kumpula","2024","1","20","19:00","-14.6","-13.3","-15.7"
"Helsinki Kumpula","2024","1","20","20:00","-15.6","-15.2","-16.1"
"Helsinki Kumpula","2024","1","20","21:00","-16.3","-15.8","-17"
"Helsinki Kumpula","2024","1","20","22:00","-16.8","-15.7","-18"
"Helsinki Kumpula","2024","1","20","23:00","-17.6","-17.1","-18"
"Helsinki Kumpula","2024","1","21","00:00","-18","-17.4","-18.6"
"Helsinki Kumpula","2024","1","21","01:00","-18.5","-18","-18.9"
"Helsinki Kumpula","2024","1","21","02:00","-18.5","-17.8","-19.1"
"Helsinki Kumpula","2024","1","21","03:00","-17.1","-16.5","-18"
"Helsinki Kumpula","2024","1","21","04:00","-16.3","-16","-16.5"
"Helsinki Kumpula","2024","1","21","05:00","-15","-14.1","-16.3"
"Helsinki Kumpula","2024","1","21","06:00","-12","-9.7","-14.4"
"Helsinki Kumpula","2024","1","21","07:00","-9.4","-8.9","-10.2"
"Helsinki Kumpula","2024","1","21","08:00","-7.9","-5.8","-10.2"
"Helsinki Kumpula","2024","1","21","09:00","-4.5","-4.2","-5.6"
"Helsinki Kumpula","2024","1","21","10:00","-3.8","-3.4","-4.1"
"Helsinki Kumpula","2024","1","21","11:00","-3","-2.7","-3.4"
"Helsinki Kumpula","2024","1","21","12:00","-2.5","-2.3","-2.7"
"Helsinki Kumpula","2024","1","21","13:00","-2.1","-1.9","-2.3"
"Helsinki Kumpula","2024","1","21","14:00","-1.7","-1.7","-1.9"
"Helsinki Kumpula","2024","1","21","15:00","-1.6","-1.5","-1.7"
"Helsinki Kumpula","2024","1","21","16:00","-1.2","-0.8","-1.5"
"Helsinki Kumpula","2024","1","21","17:00","-0.6","-0.5","-0.8"
"Helsinki Kumpula","2024","1","21","18:00","-0.6","-0.5","-0.7"
"Helsinki Kumpula","2024","1","21","19:00","-0.7","-0.5","-0.8"
"Helsinki Kumpula","2024","1","21","20:00","-0.5","-0.4","-0.6"
"Helsinki Kumpula","2024","1","21","21:00","-0.3","-0.2","-0.5"
"Helsinki Kumpula","2024","1","21","22:00","-0.1","0","-0.2"
"Helsinki Kumpula","2024","1","21","23:00","-0.1","0","-0.2"
"Helsinki Kumpula","2024","1","22","00:00","-0.5","-0.2","-0.7"
"Helsinki Kumpula","2024","1","22","01:00","-0.8","-0.6","-0.9"
"Helsinki Kumpula","2024","1","22","02:00","-0.9","-0.8","-1"
"Helsinki Kumpula","2024","1","22","03:00","-1","-0.7","-1.1"
"Helsinki Kumpula","2024","1","22","04:00","-0.6","-0.5","-0.7"
"Helsinki Kumpula","2024","1","22","05:00","-0.8","-0.7","-0.9"
"Helsinki Kumpula","2024","1","22","06:00","-0.3","-0.1","-0.8"
"Helsinki Kumpula","2024","1","22","07:00","0.1","0.2","-0.1"
"Helsinki Kumpula","2024","1","22","08:00","0","0.1","-0.2"
"Helsinki Kumpula","2024","1","22","09:00","0.1","0.2","0"
"Helsinki Kumpula","2024","1","22","10:00","0","0.1","-0.1"
"Helsinki Kumpula","2024","1","22","11:00","-0.2","-0.1","-0.3"
"Helsinki Kumpula","2024","1","22","12:00","-0.4","-0.2","-0.5"
"Helsinki Kumpula","2024","1","22","13:00","-0.5","-0.4","-0.5"
"Helsinki Kumpula","2024","1","22","14:00","-0.4","-0.3","-0.4"
"Helsinki Kumpula","2024","1","22","15:00","-0.2","0","-0.3"
"Helsinki Kumpula","2024","1","22","16:00","0","0.1","-0.1"
"Helsinki Kumpula","2024","1","22","17:00","0","0.2","-0.1"
"Helsinki Kumpula","2024","1","22","18:00","0.4","0.5","0.2"
"Helsinki Kumpula","2024","1","22","19:00","0.5","0.9","0.3"
"Helsinki Kumpula","2024","1","22","20:00","1.1","1.3","0.8"
"Helsinki Kumpula","2024","1","22","21:00","1.5","1.8","1.3"
"Helsinki Kumpula","2024","1","22","22:00","1.9","2.2","1.7"
"Helsinki Kumpula","2024","1","22","23:00","2.3","2.5","2"
"Helsinki Kumpula","2024","1","23","00:00","2.5","2.8","2.3"
"Helsinki Kumpula","2024","1","23","01:00","2.9","3.2","2.7"
"Helsinki Kumpula","2024","1","23","02:00","3","3.1","2.7"
"Helsinki Kumpula","2024","1","23","03:00","3","3.2","2.8"
"Helsinki Kumpula","2024","1","23","04:00","2.9","3.2","2.7"
"Helsinki Kumpula","2024","1","23","05:00","2.8","2.9","2.6"
"Helsinki Kumpula","2024","1","23","06:00","2.7","2.9","2.5"
"Helsinki Kumpula","2024","1","23","07:00","2.7","2.8","2.6"
"Helsinki Kumpula","2024","1","23","08:00","2.6","2.7","2.5"
"Helsinki Kumpula","2024","1","23","09:00","2.6","2.8","2.5"
"Helsinki Kumpula","2024","1","23","10:00","2.6","2.7","2.4"
"Helsinki Kumpula","2024","1","23","11:00","2.6","2.8","2.3"
"Helsinki Kumpula","2024","1","23","12:00","2.4","2.5","2.3"
"Helsinki Kumpula","2024","1","23","13:00","2.3","2.4","2.2"
"Helsinki Kumpula","2024","1","23","14:00","2.3","2.4","2.1"
"Helsinki Kumpula","2024","1","23","15:00","2.4","2.5","2.3"
"Helsinki Kumpula","2024","1","23","16:00","2.4","2.6","2.3"
"Helsinki Kumpula","2024","1","23","17:00","2.3","2.4","2.2"
"Helsinki Kumpula","2024","1","23","18:00","2","2.2","1.8"
"Helsinki Kumpula","2024","1","23","19:00","1.9","2","1.8"
"Helsinki Kumpula","2024","1","23","20:00","1.8","1.9","1.7"
"Helsinki Kumpula","2024","1","23","21:00","1.8","2","1.7"
"Helsinki Kumpula","2024","1","23","22:00","1.7","1.9","1.6"
"Helsinki Kumpula","2024","1","23","23:00","1.7","1.9","1.6"
"Helsinki Kumpula","2024","1","24","00:00","1.7","1.8","1.6"
"Helsinki Kumpula","2024","1","24","01:00","1.6","1.7","1.4"
"Helsinki Kumpula","2024","1","24","02:00","1.3","1.5","1.2"
"Helsinki Kumpula","2024","1","24","03:00","1.2","1.4","1"
"Helsinki Kumpula","2024","1","24","04:00","0.8","1.2","0.6"
"Helsinki Kumpula","2024","1","24","05:00","0.5","0.6","0.3"
"Helsinki Kumpula","2024","1","24","06:00","0.3","0.4","0.1"
"Helsinki Kumpula","2024","1","24","07:00","-0.1","0.1","-0.2"
"Helsinki Kumpula","2024","1","24","08:00","-0.1","0","-0.2"
"Helsinki Kumpula","2024","1","24","09:00","0","0","-0.1"
"Helsinki Kumpula","2024","1","24","10:00","-0.1","0","-0.1"
"Helsinki Kumpula","2024","1","24","11:00","0.1","0.3","0"
"Helsinki Kumpula","2024","1","24","12:00","0.6","1","0.3"
"Helsinki Kumpula","2024","1","24","13:00","1","1.1","0.9"
"Helsinki Kumpula","2024","1","24","14:00","1.1","1.2","0.9"
"Helsinki Kumpula","2024","1","24","15:00","0.9","1","0.8"
"Helsinki Kumpula","2024","1","24","16:00","0.8","0.9","0.8"
"Helsinki Kumpula","2024","1","24","17:00","0.8","0.9","0.7"
"Helsinki Kumpula","2024","1","24","18:00","0.6","0.8","0.3"
"Helsinki Kumpula","2024","1","24","19:00","0.5","0.6","0.3"
"Helsinki Kumpula","2024","1","24","20:00","0.4","0.5","0.3"
"Helsinki Kumpula","2024","1","24","21:00","0.3","0.4","0.3"
"Helsinki Kumpula","2024","1","24","22:00","0.4","0.5","0.3"
"Helsinki Kumpula","2024","1","24","23:00","0.5","0.6","0.5"
"Helsinki Kumpula","2024","1","25","00:00","0.6","0.6","0.6"
"Helsinki Kumpula","2024","1","25","01:00","0.6","0.6","0.6"
"Helsinki Kumpula","2024","1","25","02:00","0.5","0.6","0.5"
"Helsinki Kumpula","2024","1","25","03:00","0.6","0.7","0.5"
"Helsinki Kumpula","2024","1","25","04:00","0.7","0.7","0.7"
"Helsinki Kumpula","2024","1","25","05:00","0.7","0.8","0.7"
"Helsinki Kumpula","2024","1","25","06:00","0.8","0.9","0.7"
"Helsinki Kumpula","2024","1","25","07:00","0.8","0.8","0.7"
"Helsinki Kumpula","2024","1","25","08:00","0.7","0.8","0.6"
"Helsinki Kumpula","2024","1","25","09:00","0.7","0.7","0.6"
"Helsinki Kumpula","2024","1","25","10:00","0.6","0.7","0.5"
"Helsinki Kumpula","2024","1","25","11:00","0.6","0.6","0.5"
"Helsinki Kumpula","2024","1","25","12:00","0.4","0.6","0.4"
"Helsinki Kumpula","2024","1","25","13:00","0.4","0.5","0.3"
"Helsinki Kumpula","2024","1","25","14:00","0","0.3","-0.2"
"Helsinki Kumpula","2024","1","25","15:00","-0.4","-0.2","-0.6"
"Helsinki Kumpula","2024","1","25","16:00","-0.7","-0.6","-1"
"Helsinki Kumpula","2024","1","25","17:00","-1.2","-0.9","-1.5"
"Helsinki Kumpula","2024","1","25","18:00","-1.8","-1.5","-2"
"Helsinki Kumpula","2024","1","25","19:00","-2.2","-2","-2.4"
"Helsinki Kumpula","2024","1","25","20:00","-2.6","-2.4","-2.8"
"Helsinki Kumpula","2024","1","25","21:00","-3.1","-2.8","-3.4"
"Helsinki Kumpula","2024","1","25","22:00","-3.7","-3.4","-3.9"
"Helsinki Kumpula","2024","1","25","23:00","-4.2","-3.8","-4.5"
"Helsinki Kumpula","2024","1","26","00:00","-4.8","-4.6","-5.1"
"Helsinki Kumpula","2024","1","26","01:00","-5.3","-5.1","-5.5"
"Helsinki Kumpula","2024","1","26","02:00","-5.8","-5.6","-5.9"
"Helsinki Kumpula","2024","1","26","03:00","-6","-5.9","-6.3"
"Helsinki Kumpula","2024","1","26","04:00","-6.4","-6.2","-6.7"
"Helsinki Kumpula","2024","1","26","05:00","-6.7","-6.6","-6.9"
"Helsinki Kumpula","2024","1","26","06:00","-6.9","-6.7","-7.1"
"Helsinki Kumpula","2024","1","26","07:00","-7.1","-7","-7.2"
"Helsinki Kumpula","2024","1","26","08:00","-7.4","-7","-7.9"
"Helsinki Kumpula","2024","1","26","09:00","-8.2","-7.8","-8.7"
"Helsinki Kumpula","2024","1","26","10:00","-7.9","-7.5","-8.1"
"Helsinki Kumpula","2024","1","26","11:00","-7.4","-7.1","-7.7"
"Helsinki Kumpula","2024","1","26","12:00","-6.4","-5.9","-7.1"
"Helsinki Kumpula","2024","1","26","13:00","-5.6","-5.2","-5.9"
"Helsinki Kumpula","2024","1","26","14:00","-5.1","-5","-5.3"
"Helsinki Kumpula","2024","1","26","15:00","-5.3","-5","-5.6"
"Helsinki Kumpula","2024","1","26","16:00","-5.6","-5.5","-5.7"
"Helsinki Kumpula","2024","1","26","17:00","-5.3","-5.2","-5.6"
"Helsinki Kumpula","2024","1","26","18:00","-4.9","-4.8","-5.2"
"Helsinki Kumpula","2024","1","26","19:00","-4.6","-4.4","-4.8"
"Helsinki Kumpula","2024","1","26","20:00","-4.2","-4.1","-4.4"
"Helsinki Kumpula","2024","1","26","21:00","-3.9","-3.9","-4.1"
"Helsinki Kumpula","2024","1","26","22:00","-3.9","-3.8","-4"
"Helsinki Kumpula","2024","1","26","23:00","-4.2","-4","-4.3"
"Helsinki Kumpula","2024","1","27","00:00","-4.1","-4","-4.2"
"Helsinki Kumpula","2024","1","27","01:00","-4.2","-4.1","-4.2"
"Helsinki Kumpula","2024","1","27","02:00","-4.1","-4.1","-4.2"
"Helsinki Kumpula","2024","1","27","03:00","-4.1","-4.1","-4.2"
"Helsinki Kumpula","2024","1","27","04:00","-4.2","-4.1","-4.3"
"Helsinki Kumpula","2024","1","27","05:00","-4.1","-4","-4.2"
"Helsinki Kumpula","2024","1","27","06:00","-4","-3.9","-4.1"
"Helsinki Kumpula","2024","1","27","07:00","-3.9","-3.7","-4"
"Helsinki Kumpula","2024","1","27","08:00","-3.7","-3.6","-3.8"
"Helsinki Kumpula","2024","1","27","09:00","-3.5","-3.4","-3.6"
"Helsinki Kumpula","2024","1","27","10:00","-3.3","-3.1","-3.5"
"Helsinki Kumpula","2024","1","27","11:00","-3","-2.9","-3.1"
"Helsinki Kumpula","2024","1","27","12:00","-2.8","-2.7","-2.9"
"Helsinki Kumpula","2024","1","27","13:00","-2.7","-2.6","-2.8"
"Helsinki Kumpula","2024","1","27","14:00","-2.6","-2.6","-2.7"
"Helsinki Kumpula","2024","1","27","15:00","-2.5","-2.4","-2.6"
"Helsinki Kumpula","2024","1","27","16:00","-2.4","-2.3","-2.5"
"Helsinki Kumpula","2024","1","27","17:00","-2.2","-2","-2.3"
"Helsinki Kumpula","2024","1","27","18:00","-1.9","-1.7","-2"
"Helsinki Kumpula","2024","1","27","19:00","-1.7","-1.6","-1.8"
"Helsinki Kumpula","2024","1","27","20:00","-1.5","-1.3","-1.6"
"Helsinki Kumpula","2024","1","27","21:00","-1.3","-1.2","-1.4"
"Helsinki Kumpula","2024","1","27","22:00","-1","-0.8","-1.2"
"Helsinki Kumpula","2024","1","27","23:00","-0.8","-0.7","-0.9"
"Helsinki Kumpula","2024","1","28","00:00","-0.6","-0.5","-0.7"
"Helsinki Kumpula","2024","1","28","01:00","-0.5","-0.4","-0.5"
"Helsinki Kumpula","2024","1","28","02:00","-0.2","0","-0.4"
"Helsinki Kumpula","2024","1","28","03:00","0.1","0.2","0"
"Helsinki Kumpula","2024","1","28","04:00","0.1","0.2","0.1"
"Helsinki Kumpula","2024","1","28","05:00","0.3","0.6","0.2"
"Helsinki Kumpula","2024","1","28","06:00","0.6","0.6","0.5"
"Helsinki Kumpula","2024","1","28","07:00","0.7","0.8","0.6"
"Helsinki Kumpula","2024","1","28","08:00","0.9","1.1","0.8"
"Helsinki Kumpula","2024","1","28","09:00","1.1","1.2","1"
"Helsinki Kumpula","2024","1","28","10:00","1.2","1.4","1"
"Helsinki Kumpula","2024","1","28","11:00","1.5","1.6","1.4"
"Helsinki Kumpula","2024","1","28","12:00","1.6","1.6","1.4"
"Helsinki Kumpula","2024","1","28","13:00","1.6","1.8","1.5"
"Helsinki Kumpula","2024","1","28","14:00","1.6","1.8","1.5"
"Helsinki Kumpula","2024","1","28","15:00","1.7","1.8","1.6"
"Helsinki Kumpula","2024","1","28","16:00","1.8","2","1.6"
"Helsinki Kumpula","2024","1","28","17:00","1.7","2","1.5"
"Helsinki Kumpula","2024","1","28","18:00","1.5","1.7","1.3"
"Helsinki Kumpula","2024","1","28","19:00","1.6","1.9","1.4"
"Helsinki Kumpula","2024","1","28","20:00","2","2.2","1.8"
"Helsinki Kumpula","2024","1","28","21:00","1.9","2.2","1.6"
"Helsinki Kumpula","2024","1","28","22:00","1.8","2.1","1.5"
"Helsinki Kumpula","2024","1","28","23:00","2","2.1","1.8"
"Helsinki Kumpula","2024","1","29","00:00","2","2.1","1.8"
"Helsinki Kumpula","2024","1","29","01:00","1.8","2","1.7"
"Helsinki Kumpula","2024","1","29","02:00","1.7","1.9","1.5"
"Helsinki Kumpula","2024","1","29","03:00","1.5","1.6","1.4"
"Helsinki Kumpula","2024","1","29","04:00","1.3","1.4","1.3"
"Helsinki Kumpula","2024","1","29","05:00","1.4","1.6","1.2"
"Helsinki Kumpula","2024","1","29","06:00","1.7","2","1.5"
"Helsinki Kumpula","2024","1","29","07:00","2","2.2","1.9"
"Helsinki Kumpula","2024","1","29","08:00","2","2.2","1.8"
"Helsinki Kumpula","2024","1","29","09:00","1.9","2.2","1.7"
"Helsinki Kumpula","2024","1","29","10:00","2.4","2.6","2"
"Helsinki Kumpula","2024","1","29","11:00","2.5","2.7","2.3"
"Helsinki Kumpula","2024","1","29","12:00","2.9","3.1","2.7"
"Helsinki Kumpula","2024","1","29","13:00","2.9","3.1","2.7"
"Helsinki Kumpula","2024","1","29","14:00","3","3.2","2.7"
"Helsinki Kumpula","2024","1","29","15:00","3","3.1","2.9"
"Helsinki Kumpula","2024","1","29","16:00","2.7","2.9","2.5"
"Helsinki Kumpula","2024","1","29","17:00","2.4","2.7","2.2"
"Helsinki Kumpula","2024","1","29","18:00","2.1","2.3","1.9"
"Helsinki Kumpula","2024","1","29","19:00","1.9","2.1","1.6"
"Helsinki Kumpula","2024","1","29","20:00","2","2.2","1.9"
"Helsinki Kumpula","2024","1","29","21:00","1.9","2","1.6"
"Helsinki Kumpula","2024","1","29","22:00","1.7","1.9","1.6"
"Helsinki Kumpula","2024","1","29","23:00","1.5","1.8","1.2"
"Helsinki Kumpula","2024","1","30","00:00","1.2","1.4","0.8"
"Helsinki Kumpula","2024","1","30","01:00","0.8","1.1","0.3"
"Helsinki Kumpula","2024","1","30","02:00","0.5","0.8","0.2"
"Helsinki Kumpula","2024","1","30","03:00","0.5","0.7","0.4"
"Helsinki Kumpula","2024","1","30","04:00","0.6","0.8","0.4"
"Helsinki Kumpula","2024","1","30","05:00","0.4","0.6","-0.1"
"Helsinki Kumpula","2024","1","30","06:00","-0.4","0.1","-0.7"
"Helsinki Kumpula","2024","1","30","07:00","-0.7","-0.3","-1"
"Helsinki Kumpula","2024","1","30","08:00","-0.6","-0.2","-1"
"Helsinki Kumpula","2024","1","30","09:00","-1","-0.1","-1.2"
"Helsinki Kumpula","2024","1","30","10:00","-1.1","-0.8","-1.4"
"Helsinki Kumpula","2024","1","30","11:00","0","0.7","-0.8"
"Helsinki Kumpula","2024","1","30","12:00","0.8","1.2","0.3"
"Helsinki Kumpula","2024","1","30","13:00","1.6","1.8","1.2"
"Helsinki Kumpula","2024","1","30","14:00","1.5","1.7","0.8"
"Helsinki Kumpula","2024","1","30","15:00","0.6","0.8","0.4"
"Helsinki Kumpula","2024","1","30","16:00","0.4","0.5","0.2"
"Helsinki Kumpula","2024","1","30","17:00","-0.9","0.1","-1.5"
"Helsinki Kumpula","2024","1","30","18:00","-1","-0.8","-1.3"
"Helsinki Kumpula","2024","1","30","19:00","-0.7","-0.6","-0.8"
"Helsinki Kumpula","2024","1","30","20:00","-1","-0.8","-1.2"
"Helsinki Kumpula","2024","1","30","21:00","-0.5","-0.4","-0.8"
