"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Lämpötilan keskiarvo [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]"
"Helsinki Malmi lentokenttä","2024","1","1","00:00","-16.7","-15.8","-17.6"
"Helsinki Malmi lentokenttä","2024","1","1","01:00","-16.6","-16.2","-17.2"
"Helsinki Malmi lentokenttä","2024","1","1","02:00","-16.7","-16.3","-17"
"Helsinki Malmi lentokenttä","2024","1","1","03:00","-16.8","-16.5","-17.9"
"Helsinki Malmi lentokenttä","2024","1","1","04:00","-16.9","-16.5","-17.5"
"Helsinki Malmi lentokenttä","2024","1","1","05:00","-16.7","-15.9","-17.3"
"Helsinki Malmi lentokenttä","2024","1","1","06:00","-15.7","-15.4","-16.2"
"Helsinki Malmi lentokenttä","2024","1","1","07:00","-16.5","-16","-17.1"
"Helsinki Malmi lentokenttä","2024","1","1","08:00","-17","-16.4","-17.9"
"Helsinki Malmi lentokenttä","2024","1","1","09:00","-16.6","-16.5","-16.9"
"Helsinki Malmi lentokenttä","2024","1","1","10:00","-17","-16.8","-17.3"
"Helsinki Malmi lentokenttä","2024","1","1","11:00","-17.3","-16.9","-17.6"
"Helsinki Malmi lentokenttä","2024","1","1","12:00","-16.9","-16.7","-17.1"
"Helsinki Malmi lentokenttä","2024","1","1","13:00","-16.7","-16.6","-16.8"
"Helsinki Malmi lentokenttä","2024","1","1","14:00","-16.6","-16.5","-16.8"
"Helsinki Malmi lentokenttä","2024","1","1","15:00","-17","-16.7","-17.4"
"Helsinki Malmi lentokenttä","2024","1","1","16:00","-17.8","-17.4","-18.2"
"Helsinki Malmi lentokenttä","2024","1","1","17:00","-18.2","-18","-18.4"
"Helsinki Malmi lentokenttä","2024","1","1","18:00","-18","-17.8","-18.3"
"Helsinki Malmi lentokenttä","2024","1","1","19:00","-18.2","-18.1","-18.4"
"Helsinki Malmi lentokenttä","2024","1","1","20:00","-18.1","-18","-18.2"
"Helsinki Malmi lentokenttä","2024","1","1","21:00","-18","-17.9","-18.3"
"Helsinki Malmi lentokenttä","2024","1","1","22:00","-17.7","-17.5","-17.9"
"Helsinki Malmi lentokenttä","2024","1","1","23:00","-17.6","-17.5","-17.6"
"Helsinki Malmi lentokenttä","2024","1","2","00:00","-17.6","-17.5","-17.9"
"Helsinki Malmi lentokenttä","2024","1","2","01:00","-17.9","-17.9","-18"
"Helsinki Malmi lentokenttä","2024","1","2","02:00","-17.8","-17.3","-18.1"
"Helsinki Malmi lentokenttä","2024","1","2","03:00","-17.5","-17.3","-17.7"
"Helsinki Malmi lentokenttä","2024","1","2","04:00","-17.3","-17.1","-17.5"
"Helsinki Malmi lentokenttä","2024","1","2","05:00","-16.8","-16.5","-17"
"Helsinki Malmi lentokenttä","2024","1","2","06:00","-16.4","-16.3","-16.5"
"Helsinki Malmi lentokenttä","2024","1","2","07:00","-16.3","-16.1","-16.5"
"Helsinki Malmi lentokenttä","2024","1","2","08:00","-16.6","-16.1","-16.8"
"Helsinki Malmi lentokenttä","2024","1","2","09:00","-16.9","-16.8","-17.1"
"Helsinki Malmi lentokenttä","2024","1","2","10:00","-17","-16.8","-17.1"
"Helsinki Malmi lentokenttä","2024","1","2","11:00","-17.1","-17","-17.2"
"Helsinki Malmi lentokenttä","2024","1","2","12:00","-17.3","-17.2","-17.4"
"Helsinki Malmi lentokenttä","2024","1","2","13:00","-17.2","-17.1","-17.2"
"Helsinki Malmi lentokenttä","2024","1","2","14:00","-16.6","-16.3","-17.2"
"Helsinki Malmi lentokenttä","2024","1","2","15:00","-17.2","-16.9","-17.6"
"Helsinki Malmi lentokenttä","2024","1","2","16:00","-17.9","-17.6","-18.4"
"Helsinki Malmi lentokenttä","2024","1","2","17:00","-18.9","-18.4","-19.9"
"Helsinki Malmi lentokenttä","2024","1","2","18:00","-19.3","-19","-19.7"
"Helsinki Malmi lentokenttä","2024","1","2","19:00","-19.9","-19.6","-20.1"
"Helsinki Malmi lentokenttä","2024","1","2","20:00","-20.3","-20.1","-20.6"
"Helsinki Malmi lentokenttä","2024","1","2","21:00","-20.6","-20.2","-21"
"Helsinki Malmi lentokenttä","2024","1","2","22:00","-20.5","-20.2","-20.8"
"Helsinki Malmi lentokenttä","2024","1","2","23:00","-20.7","-20.5","-20.9"
"Helsinki Malmi lentokenttä","2024","1","3","00:00","-19.9","-19.2","-20.5"
"Helsinki Malmi lentokenttä","2024","1","3","01:00","-19.2","-19","-19.5"
"Helsinki Malmi lentokenttä","2024","1","3","02:00","-19.1","-18.7","-19.5"
"Helsinki Malmi lentokenttä","2024","1","3","03:00","-18.8","-18.7","-18.9"
"Helsinki Malmi lentokenttä","2024","1","3","04:00","-18.4","-18.2","-18.7"
"Helsinki Malmi lentokenttä","2024","1","3","05:00","-17.9","-17.3","-18.5"
"Helsinki Malmi lentokenttä","2024","1","3","06:00","-16.9","-16.7","-17.3"
"Helsinki Malmi lentokenttä","2024","1","3","07:00","-16.9","-16.8","-17.2"
"Helsinki Malmi lentokenttä","2024","1","3","08:00","-17.4","-17.2","-17.5"
"Helsinki Malmi lentokenttä","2024","1","3","09:00","-17.2","-16.9","-17.6"
"Helsinki Malmi lentokenttä","2024","1","3","10:00","-16.7","-16.6","-16.9"
"Helsinki Malmi lentokenttä","2024","1","3","11:00","-16.8","-16.7","-16.8"
"Helsinki Malmi lentokenttä","2024","1","3","12:00","-17.2","-16.8","-17.5"
"Helsinki Malmi lentokenttä","2024","1","3","13:00","-17.5","-17.4","-17.6"
"Helsinki Malmi lentokenttä","2024","1","3","14:00","-17.7","-17.6","-17.7"
"Helsinki Malmi lentokenttä","2024","1","3","15:00","-17.3","-16.9","-17.6"
"Helsinki Malmi lentokenttä","2024","1","3","16:00","-16.8","-16.6","-17.2"
"Helsinki Malmi lentokenttä","2024","1","3","17:00","-17.2","-16.9","-17.5"
"Helsinki Malmi lentokenttä","2024","1","3","18:00","-18.4","-17.5","-19.2"
"Helsinki Malmi lentokenttä","2024","1","3","19:00","-19.5","-19.1","-19.6"
"Helsinki Malmi lentokenttä","2024","1","3","20:00","-18.8","-18.7","-19.1"
"Helsinki Malmi lentokenttä","2024","1","3","21:00","-19.4","-19","-19.6"
"Helsinki Malmi lentokenttä","2024","1","3","22:00","-19.5","-19.3","-19.7"
"Helsinki Malmi lentokenttä","2024","1","3","23:00","-19.2","-19.1","-19.3"
"Helsinki Malmi lentokenttä","2024","1","4","00:00","-19.1","-18.8","-19.2"
"Helsinki Malmi lentokenttä","2024","1","4","01:00","-18.8","-18.6","-18.9"
"Helsinki Malmi lentokenttä","2024","1","4","02:00","-18.6","-18.3","-18.8"
"Helsinki Malmi lentokenttä","2024","1","4","03:00","-17.9","-17.8","-18.3"
"Helsinki Malmi lentokenttä","2024","1","4","04:00","-18.3","-17.9","-18.8"
"Helsinki Malmi lentokenttä","2024","1","4","05:00","-19.1","-18.8","-19.6"
"Helsinki Malmi lentokenttä","2024","1","4","06:00","-20.2","-19.6","-20.5"
"Helsinki Malmi lentokenttä","2024","1","4","07:00","-19.8","-19.5","-20.3"
"Helsinki Malmi lentokenttä","2024","1","4","08:00","-19.6","-19.5","-19.7"
"Helsinki Malmi lentokenttä","2024","1","4","09:00","-19.4","-19.2","-19.6"
"Helsinki Malmi lentokenttä","2024","1","4","10:00","-19.4","-19.3","-19.5"
"Helsinki Malmi lentokenttä","2024","1","4","11:00","-19.2","-19","-19.4"
"Helsinki Malmi lentokenttä","2024","1","4","12:00","-19.3","-19.1","-19.4"
"Helsinki Malmi lentokenttä","2024","1","4","13:00","-18.8","-18.5","-19.2"
"Helsinki Malmi lentokenttä","2024","1","4","14:00","-18","-17.6","-18.5"
"Helsinki Malmi lentokenttä","2024","1","4","15:00","-17.2","-16.9","-17.6"
"Helsinki Malmi lentokenttä","2024","1","4","16:00","-17","-16.8","-17.2"
"Helsinki Malmi lentokenttä","2024","1","4","17:00","-17.8","-17.2","-18.2"
"Helsinki Malmi lentokenttä","2024","1","4","18:00","-18.1","-17.9","-18.2"
"Helsinki Malmi lentokenttä","2024","1","4","19:00","-18.2","-18","-18.3"
"Helsinki Malmi lentokenttä","2024","1","4","20:00","-18.1","-18","-18.3"
"Helsinki Malmi lentokenttä","2024","1","4","21:00","-17.7","-17.4","-18"
"Helsinki Malmi lentokenttä","2024","1","4","22:00","-17.1","-16.9","-17.4"
"Helsinki Malmi lentokenttä","2024","1","4","23:00","-17.1","-16.8","-17.4"
"Helsinki Malmi lentokenttä","2024","1","5","00:00","-17.5","-17.3","-17.7"
"Helsinki Malmi lentokenttä","2024","1","5","01:00","-17.7","-17.5","-17.9"
"Helsinki Malmi lentokenttä","2024","1","5","02:00","-17.4","-17.2","-17.5"
"Helsinki Malmi lentokenttä","2024","1","5","03:00","-17.7","-17.4","-18.1"
"Helsinki Malmi lentokenttä","2024","1","5","04:00","-18.5","-18.1","-18.7"
"Helsinki Malmi lentokenttä","2024","1","5","05:00","-18.1","-17.7","-18.7"
"Helsinki Malmi lentokenttä","2024","1","5","06:00","-17.5","-17.4","-17.8"
"Helsinki Malmi lentokenttä","2024","1","5","07:00","-17.4","-17.3","-17.5"
"Helsinki Malmi lentokenttä","2024","1","5","08:00","-17.5","-17.5","-17.6"
"Helsinki Malmi lentokenttä","2024","1","5","09:00","-17.7","-17.6","-17.9"
"Helsinki Malmi lentokenttä","2024","1","5","10:00","-17.7","-17.4","-17.9"
"Helsinki Malmi lentokenttä","2024","1","5","11:00","-17.1","-17","-17.4"
"Helsinki Malmi lentokenttä","2024","1","5","12:00","-16.8","-16.6","-17"
"Helsinki Malmi lentokenttä","2024","1","5","13:00","-16.4","-16.2","-16.6"
"Helsinki Malmi lentokenttä","2024","1","5","14:00","-16.2","-16.2","-16.4"
"Helsinki Malmi lentokenttä","2024","1","5","15:00","-16.5","-16.4","-16.5"
"Helsinki Malmi lentokenttä","2024","1","5","16:00","-16.6","-16.5","-16.7"
"Helsinki Malmi lentokenttä","2024","1","5","17:00","-16.7","-16.6","-16.7"
"Helsinki Malmi lentokenttä","2024","1","5","18:00","-16.5","-16.5","-16.6"
"Helsinki Malmi lentokenttä","2024","1","5","19:00","-16.5","-16.5","-16.6"
"Helsinki Malmi lentokenttä","2024","1","5","20:00","-16.5","-16.4","-16.5"
"Helsinki Malmi lentokenttä","2024","1","5","21:00","-16.4","-16.4","-16.4"
"Helsinki Malmi lentokenttä","2024","1","5","22:00","-16.3","-16.1","-16.4"
"Helsinki Malmi lentokenttä","2024","1","5","23:00","-16","-15.9","-16.1"
"Helsinki Malmi lentokenttä","2024","1","6","00:00","-15.8","-15.7","-15.9"
"Helsinki Malmi lentokenttä","2024","1","6","01:00","-15.5","-15.4","-15.7"
"Helsinki Malmi lentokenttä","2024","1","6","02:00","-15.2","-15","-15.4"
"Helsinki Malmi lentokenttä","2024","1","6","03:00","-14.9","-14.9","-15"
"Helsinki Malmi lentokenttä","2024","1","6","04:00","-14.8","-14.7","-14.9"
"Helsinki Malmi lentokenttä","2024","1","6","05:00","-14.7","-14.7","-14.8"
"Helsinki Malmi lentokenttä","2024","1","6","06:00","-15.1","-14.8","-15.6"
"Helsinki Malmi lentokenttä","2024","1","6","07:00","-15.5","-15.3","-15.6"
"Helsinki Malmi lentokenttä","2024","1","6","08:00","-15","-14.6","-15.4"
"Helsinki Malmi lentokenttä","2024","1","6","09:00","-14.9","-14.6","-15.4"
"Helsinki Malmi lentokenttä","2024","1","6","10:00","-16.7","-14.9","-17.4"
"Helsinki Malmi lentokenttä","2024","1","6","11:00","-17.3","-16.9","-18"
"Helsinki Malmi lentokenttä","2024","1","6","12:00","-16.6","-15.8","-17.6"
"Helsinki Malmi lentokenttä","2024","1","6","13:00","-15.4","-14.7","-16.1"
"Helsinki Malmi lentokenttä","2024","1","6","14:00","-14.6","-14.2","-15.1"
"Helsinki Malmi lentokenttä","2024","1","6","15:00","-15.1","-14.6","-15.8"
"Helsinki Malmi lentokenttä","2024","1","6","16:00","-15.5","-14.9","-16.3"
"Helsinki Malmi lentokenttä","2024","1","6","17:00","-16.8","-16.1","-17.8"
"Helsinki Malmi lentokenttä","2024","1","6","18:00","-17","-16.5","-17.3"
"Helsinki Malmi lentokenttä","2024","1","6","19:00","-17.5","-17","-18.5"
"Helsinki Malmi lentokenttä","2024","1","6","20:00","-19","-18","-20.1"
"Helsinki Malmi lentokenttä","2024","1","6","21:00","-19.6","-18.8","-20.6"
"Helsinki Malmi lentokenttä","2024","1","6","22:00","-20.1","-18.9","-21.2"
"Helsinki Malmi lentokenttä","2024","1","6","23:00","-20.5","-19.6","-21.7"
"Helsinki Malmi lentokenttä","2024","1","7","00:00","-21.2","-20.6","-22.1"
"Helsinki Malmi lentokenttä","2024","1","7","01:00","-22.6","-21.9","-23.1"
"Helsinki Malmi lentokenttä","2024","1","7","02:00","-23.1","-22.4","-23.6"
"Helsinki Malmi lentokenttä","2024","1","7","03:00","-23.8","-23.4","-24.2"
"Helsinki Malmi lentokenttä","2024","1","7","04:00","-24.4","-23.8","-24.8"
"Helsinki Malmi lentokenttä","2024","1","7","05:00","-24.9","-24.4","-25.6"
"Helsinki Malmi lentokenttä","2024","1","7","06:00","-25.5","-25","-25.9"
"Helsinki Malmi lentokenttä","2024","1","7","07:00","-26.2","-25.8","-26.4"
"Helsinki Malmi lentokenttä","2024","1","7","08:00","-26.2","-25.2","-27"
"Helsinki Malmi lentokenttä","2024","1","7","09:00","-26.3","-25.4","-27.6"
"Helsinki Malmi lentokenttä","2024","1","7","10:00","-26.7","-26","-27.6"
"Helsinki Malmi lentokenttä","2024","1","7","11:00","-25.5","-24.7","-26.1"
"Helsinki Malmi lentokenttä","2024","1","7","12:00","-23.2","-22.3","-24.7"
"Helsinki Malmi lentokenttä","2024","1","7","13:00","-20.9","-19.9","-22.3"
"Helsinki Malmi lentokenttä","2024","1","7","14:00","-19.7","-18.8","-20.5"
"Helsinki Malmi lentokenttä","2024","1","7","15:00","-20.1","-19.4","-21.6"
"Helsinki Malmi lentokenttä","2024","1","7","16:00","-21.8","-21.3","-23.1"
"Helsinki Malmi lentokenttä","2024","1","7","17:00","-23.6","-23","-24.3"
"Helsinki Malmi lentokenttä","2024","1","7","18:00","-24.3","-23.9","-24.7"
"Helsinki Malmi lentokenttä","2024","1","7","19:00","-25","-24.4","-25.3"
"Helsinki Malmi lentokenttä","2024","1","7","20:00","-25.6","-24.7","-26"
"Helsinki Malmi lentokenttä","2024","1","7","21:00","-26","-25.5","-26.5"
"Helsinki Malmi lentokenttä","2024","1","7","22:00","-26","-25.1","-26.9"
"Helsinki Malmi lentokenttä","2024","1","7","23:00","-26.4","-25.8","-27.3"
"Helsinki Malmi lentokenttä","2024","1","8","00:00","-26.3","-25.7","-27"
"Helsinki Malmi lentokenttä","2024","1","8","01:00","-25.7","-25.1","-26.3"
"Helsinki Malmi lentokenttä","2024","1","8","02:00","-24.6","-24.1","-25.2"
"Helsinki Malmi lentokenttä","2024","1","8","03:00","-23.9","-23.2","-24.5"
"Helsinki Malmi lentokenttä","2024","1","8","04:00","-23.2","-22.4","-23.8"
"Helsinki Malmi lentokenttä","2024","1","8","05:00","-18.7","-11.8","-23.4"
"Helsinki Malmi lentokenttä","2024","1","8","06:00","-10.9","-10.1","-11.8"
"Helsinki Malmi lentokenttä","2024","1","8","07:00","-9.4","-8.8","-10.2"
"Helsinki Malmi lentokenttä","2024","1","8","08:00","-7.9","-6.9","-8.8"
"Helsinki Malmi lentokenttä","2024","1","8","09:00","-6.4","-6.1","-6.9"
"Helsinki Malmi lentokenttä","2024","1","8","10:00","-6.1","-6","-6.3"
"Helsinki Malmi lentokenttä","2024","1","8","11:00","-6","-5.9","-6.1"
"Helsinki Malmi lentokenttä","2024","1","8","12:00","-5.7","-5.6","-5.9"
"Helsinki Malmi lentokenttä","2024","1","8","13:00","-5.3","-5.1","-5.6"
"Helsinki Malmi lentokenttä","2024","1","8","14:00","-4.9","-4.7","-5.1"
"Helsinki Malmi lentokenttä","2024","1","8","15:00","-4.4","-4.1","-4.7"
"Helsinki Malmi lentokenttä","2024","1","8","16:00","-3.8","-3.5","-4.1"
"Helsinki Malmi lentokenttä","2024","1","8","17:00","-3.3","-3.1","-3.5"
"Helsinki Malmi lentokenttä","2024","1","8","18:00","-3","-2.9","-3.2"
"Helsinki Malmi lentokenttä","2024","1","8","19:00","-3","-2.9","-3"
"Helsinki Malmi lentokenttä","2024","1","8","20:00","-3","-3","-3.1"
"Helsinki Malmi lentokenttä","2024","1","8","21:00","-2.9","-2.9","-3"
"Helsinki Malmi lentokenttä","2024","1","8","22:00","-3.3","-3","-3.6"
"Helsinki Malmi lentokenttä","2024","1","8","23:00","-3.8","-3.5","-4"
"Helsinki Malmi lentokenttä","2024","1","9","00:00","-4.1","-4","-4.2"
"Helsinki Malmi lentokenttä","2024","1","9","01:00","-4","-3.9","-4.1"
"Helsinki Malmi lentokenttä","2024","1","9","02:00","-3.7","-3.6","-3.9"
"Helsinki Malmi lentokenttä","2024","1","9","03:00","-3.4","-3.1","-3.6"
"Helsinki Malmi lentokenttä","2024","1","9","04:00","-2.9","-2.6","-3.1"
"Helsinki Malmi lentokenttä","2024","1","9","05:00","-2.3","-1.9","-2.6"
"Helsinki Malmi lentokenttä","2024","1","9","06:00","-1.4","-1.1","-1.9"
"Helsinki Malmi lentokenttä","2024","1","9","07:00","-0.7","-0.4","-1.1"
"Helsinki Malmi lentokenttä","2024","1","9","08:00","-0.2","0.1","-0.4"
"Helsinki Malmi lentokenttä","2024","1","9","09:00","0.3","0.4","0.1"
"Helsinki Malmi lentokenttä","2024","1","9","10:00","0.6","0.7","0.4"
"Helsinki Malmi lentokenttä","2024","1","9","11:00","1","1.2","0.7"
"Helsinki Malmi lentokenttä","2024","1","9","12:00","1.4","1.6","1.2"
"Helsinki Malmi lentokenttä","2024","1","9","13:00","1.6","1.7","1.5"
"Helsinki Malmi lentokenttä","2024","1","9","14:00","1.8","2.1","1.6"
"Helsinki Malmi lentokenttä","2024","1","9","15:00","2.2","2.3","2"
"Helsinki Malmi lentokenttä","2024","1","9","16:00","2.4","2.6","2.2"
"Helsinki Malmi lentokenttä","2024","1","9","17:00","2.6","2.7","2.5"
"Helsinki Malmi lentokenttä","2024","1","9","18:00","2.6","2.7","2.5"
"Helsinki Malmi lentokenttä","2024","1","9","19:00","2.5","2.7","2.3"
"Helsinki Malmi lentokenttä","2024","1","9","20:00","2.2","2.4","2"
"Helsinki Malmi lentokenttä","2024","1","9","21:00","2.1","2.2","2"
"Helsinki Malmi lentokenttä","2024","1","9","22:00","2","2.2","1.7"
"Helsinki Malmi lentokenttä","2024","1","9","23:00","1.7","1.9","1.6"
"Helsinki Malmi lentokenttä","2024","1","10","00:00","1.6","1.8","1.5"
"Helsinki Malmi lentokenttä","2024","1","10","01:00","1.4","1.6","1.2"
"Helsinki Malmi lentokenttä","2024","1","10","02:00","1.1","1.2","1"
"Helsinki Malmi lentokenttä","2024","1","10","03:00","1.2","1.3","1.1"
"Helsinki Malmi lentokenttä","2024","1","10","04:00","1.1","1.2","0.9"
"Helsinki Malmi lentokenttä","2024","1","10","05:00","0.9","0.9","0.8"
"Helsinki Malmi lentokenttä","2024","1","10","06:00","0.8","0.8","0.6"
"Helsinki Malmi lentokenttä","2024","1","10","07:00","0.6","0.7","0.5"
"Helsinki Malmi lentokenttä","2024","1","10","08:00","0.5","0.5","0.5"
"Helsinki Malmi lentokenttä","2024","1","10","09:00","0.5","0.5","0.5"
"Helsinki Malmi lentokenttä","2024","1","10","10:00","0.6","0.7","0.5"
"Helsinki Malmi lentokenttä","2024","1","10","11:00","0.9","1.2","0.7"
"Helsinki Malmi lentokenttä","2024","1","10","12:00","1.4","1.6","1.2"
"Helsinki Malmi lentokenttä","2024","1","10","13:00","1.7","2","1.5"
"Helsinki Malmi lentokenttä","2024","1","10","14:00","2.1","2.3","1.9"
"Helsinki Malmi lentokenttä","2024","1","10","15:00","2.3","2.4","2.1"
"Helsinki Malmi lentokenttä","2024","1","10","16:00","2.2","2.4","2.1"
"Helsinki Malmi lentokenttä","2024","1","10","17:00","2","2.2","1.8"
"Helsinki Malmi lentokenttä","2024","1","10","18:00","1.9","2","1.8"
"Helsinki Malmi lentokenttä","2024","1","10","19:00","1.7","1.8","1.4"
"Helsinki Malmi lentokenttä","2024","1","10","20:00","1.7","2","1.4"
"Helsinki Malmi lentokenttä","2024","1","10","21:00","1.5","1.7","1.2"
"Helsinki Malmi lentokenttä","2024","1","10","22:00","2.2","2.7","1.6"
"Helsinki Malmi lentokenttä","2024","1","10","23:00","2.5","2.8","2.1"
"Helsinki Malmi lentokenttä","2024","1","11","00:00","2.2","2.3","2"
"Helsinki Malmi lentokenttä","2024","1","11","01:00","2.2","2.4","1.9"
"Helsinki Malmi lentokenttä","2024","1","11","02:00","2.1","2.3","2"
"Helsinki Malmi lentokenttä","2024","1","11","03:00","2.2","2.4","2.1"
"Helsinki Malmi lentokenttä","2024","1","11","04:00","2.1","2.4","1.8"
"Helsinki Malmi lentokenttä","2024","1","11","05:00","1.6","1.9","1.3"
"Helsinki Malmi lentokenttä","2024","1","11","06:00","1.2","1.4","0.9"
"Helsinki Malmi lentokenttä","2024","1","11","07:00","0.4","0.9","-0.1"
"Helsinki Malmi lentokenttä","2024","1","11","08:00","-0.3","0.2","-1.2"
"Helsinki Malmi lentokenttä","2024","1","11","09:00","-1.5","-1.3","-1.9"
"Helsinki Malmi lentokenttä","2024","1","11","10:00","-2.8","-2","-3.5"
"Helsinki Malmi lentokenttä","2024","1","11","11:00","-4","-3.5","-4.4"
"Helsinki Malmi lentokenttä","2024","1","11","12:00","-4.5","-4.2","-4.7"
"Helsinki Malmi lentokenttä","2024","1","11","13:00","-4.6","-4.4","-4.8"
"Helsinki Malmi lentokenttä","2024","1","11","14:00","-5","-4.8","-5.2"
"Helsinki Malmi lentokenttä","2024","1","11","15:00","-5.4","-5.1","-5.8"
"Helsinki Malmi lentokenttä","2024","1","11","16:00","-6.3","-5.7","-7"
"Helsinki Malmi lentokenttä","2024","1","11","17:00","-7.1","-6.7","-7.6"
"Helsinki Malmi lentokenttä","2024","1","11","18:00","-7.8","-7.2","-8.2"
"Helsinki Malmi lentokenttä","2024","1","11","19:00","-8.7","-8.1","-9.7"
"Helsinki Malmi lentokenttä","2024","1","11","20:00","-9.7","-9","-10.7"
"Helsinki Malmi lentokenttä","2024","1","11","21:00","-10.6","-9.6","-12"
"Helsinki Malmi lentokenttä","2024","1","11","22:00","-11.1","-10.2","-12.6"
"Helsinki Malmi lentokenttä","2024","1","11","23:00","-12","-11.1","-12.7"
"Helsinki Malmi lentokenttä","2024","1","12","00:00","-11.1","-10.8","-11.6"
"Helsinki Malmi lentokenttä","2024","1","12","01:00","-11","-10.9","-11.1"
"Helsinki Malmi lentokenttä","2024","1","12","02:00","-11.2","-11","-11.3"
"Helsinki Malmi lentokenttä","2024","1","12","03:00","-11.2","-10.9","-11.8"
"Helsinki Malmi lentokenttä","2024","1","12","04:00","-11.4","-11.2","-11.7"
"Helsinki Malmi lentokenttä","2024","1","12","05:00","-10.5","-10.1","-11.3"
"Helsinki Malmi lentokenttä","2024","1","12","06:00","-9.7","-9.3","-10"
"Helsinki Malmi lentokenttä","2024","1","12","07:00","-9.1","-8.8","-9.4"
"Helsinki Malmi lentokenttä","2024","1","12","08:00","-8.2","-7.4","-8.7"
"Helsinki Malmi lentokenttä","2024","1","12","09:00","-5.8","-4.5","-7.3"
"Helsinki Malmi lentokenttä","2024","1","12","10:00","-4.4","-4.4","-4.5"
"Helsinki Malmi lentokenttä","2024","1","12","11:00","-4.6","-4.5","-4.7"
"Helsinki Malmi lentokenttä","2024","1","12","12:00","-4.4","-4.3","-4.6"
"Helsinki Malmi lentokenttä","2024","1","12","13:00","-4.3","-4.2","-4.4"
"Helsinki Malmi lentokenttä","2024","1","12","14:00","-4.8","-4.4","-5"
"Helsinki Malmi lentokenttä","2024","1","12","15:00","-5","-4.9","-5.1"
"Helsinki Malmi lentokenttä","2024","1","12","16:00","-5.2","-4.8","-6"
"Helsinki Malmi lentokenttä","2024","1","12","17:00","-7.2","-6","-8.6"
"Helsinki Malmi lentokenttä","2024","1","12","18:00","-9.6","-8.7","-10.3"
"Helsinki Malmi lentokenttä","2024","1","12","19:00","-10.9","-10.2","-11.5"
"Helsinki Malmi lentokenttä","2024","1","12","20:00","-12","-11.5","-12.6"
"Helsinki Malmi lentokenttä","2024","1","12","21:00","-13.5","-12.5","-14.8"
"Helsinki Malmi lentokenttä","2024","1","12","22:00","-16.6","-15","-18.6"
"Helsinki Malmi lentokenttä","2024","1","12","23:00","-17.4","-16","-19"
